Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Lead author contact details,Year,Pages,"Notes (e.g., Why does the paper not fit the framework?)",FunVsUtility,PlayVsGame,SkillVsChance,SocialVsSolo,SequentialVsSimultaneous,SynchronousVsAsynchronous,CompetitiveVsCollaborative,SymmeticalVsAsymmetrical,Experiential Play Value Classification,"Study funding sources (e.g., NSF, NIH, EU Grant)",study_char_methods,study_char_interview,study_char_workshop,study_char_field_study,study_char_usability,study_char_modality,study_char_context,Community of focus,Participant Groups,User involvement,Use of proxies,Method of recruitment of participants,study_char_issue,Contribution type,Total Number of Participants:,Disabled Total,Specialist Total,Without Disability Total,Older adults Total,Caregivers Total,Other Total,Gender (number of participants):,Male Disabled,"Male Specialist (e.g., Therapist)",Male Without disability,Male Older adults,Male Caregivers,Male Other,Female Disabled,"Female Specialist (e.g., Therapist)",Female Without disability,Female Older adults,Female Caregivers,Female Other,MTF transgender Disabled,"MTF transgender Specialist (e.g., Therapist)",MTF transgender Without disability,MTF transgender Older adults,MTF transgender Caregivers,MTF transgender Other,FTM transgender Disabled,"FTM transgender Specialist (e.g., Therapist)",FTM transgender Without disability,FTM transgender Older adults,FTM transgender Caregivers,FTM transgender Other,"Non-binary, genderqueer, fluid Disabled","Non-binary, genderqueer, fluid Specialist (e.g., Therapist)","Non-binary, genderqueer, fluid Without disability","Non-binary, genderqueer, fluid Older adults","Non-binary, genderqueer, fluid Caregivers","Non-binary, genderqueer, fluid Other",Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Sexual orientation (number of participants):,Heterosexual / Straight Disabled,"Heterosexual / Straight Specialist (e.g., Therapist)",Heterosexual / Straight Without disability,Heterosexual / Straight Older adults,Heterosexual / Straight Caregivers,Heterosexual / Straight Other,Gay / Lesbian Disabled,"Gay / Lesbian Specialist (e.g., Therapist)",Gay / Lesbian Without disability,Gay / Lesbian Older adults,Gay / Lesbian Caregivers,Gay / Lesbian Other,Bisexual Disabled,"Bisexual Specialist (e.g., Therapist)",Bisexual Without disability,Bisexual Older adults,Bisexual Caregivers,Bisexual Other,Pansexual Disabled,"Pansexual Specialist (e.g., Therapist)",Pansexual Without disability,Pansexual Older adults,Pansexual Caregivers,Pansexual Other,Asexual Disabled,"Asexual Specialist (e.g., Therapist)",Asexual Without disability,Asexual Older adults,Asexual Caregivers,Asexual Other,Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Participant Ages (number of participants):,0-2 (Infant/Toddler) Disability,"0-2 (Infant/Toddler) Specialist (e.g., Therapist)",0-2 (Infant/Toddler) Without disability,0-2 (Infant/Toddler) Older adults,0-2 (Infant/Toddler) Casegivers,0-2 (Infant/Toddler) Other,3-6 (Early Childhood) Disability,"3-6 (Early Childhood) Specialist (e.g., Therapist)",3-6 (Early Childhood) Without disability,3-6 (Early Childhood) Older adults,3-6 (Early Childhood) Casegivers,3-6 (Early Childhood) Other,6-12  (Middle Childhood) Disability,"6-12  (Middle Childhood) Specialist (e.g., Therapist)",6-12  (Middle Childhood) Without disability,6-12  (Middle Childhood) Older adults,6-12  (Middle Childhood) Casegivers,6-12  (Middle Childhood) Other,13-17 (Adolescence) Disability,"13-17 (Adolescence) Specialist (e.g., Therapist)",13-17 (Adolescence) Without disability,13-17 (Adolescence) Older adults,13-17 (Adolescence) Casegivers,13-17 (Adolescence) Other,18-25 (Emerging Adulthood) Disability,"18-25 (Emerging Adulthood) Specialist (e.g., Therapist)",18-25 (Emerging Adulthood) Without disability,18-25 (Emerging Adulthood) Older adults,18-25 (Emerging Adulthood) Casegivers,18-25 (Emerging Adulthood) Other,26-40 (Early Adulthood) Disability,"26-40 (Early Adulthood) Specialist (e.g., Therapist)",26-40 (Early Adulthood) Without disability,26-40 (Early Adulthood) Older adults,26-40 (Early Adulthood) Casegivers,26-40 (Early Adulthood) Other,40-65 (Middle Adulthood) Disability,"40-65 (Middle Adulthood) Specialist (e.g., Therapist)",40-65 (Middle Adulthood) Without disability,40-65 (Middle Adulthood) Older adults,40-65 (Middle Adulthood) Casegivers,40-65 (Middle Adulthood) Other,>66 (Late Adulthood) Disability,">66 (Late Adulthood) Specialist (e.g., Therapist)",>66 (Late Adulthood) Without disability,>66 (Late Adulthood) Older adults,>66 (Late Adulthood) Casegivers,>66 (Late Adulthood) Other,"Adult (Over 18, but undisclosed age) Disability","Adult (Over 18, but undisclosed age) Specialist (e.g., Therapist)","Adult (Over 18, but undisclosed age) Without disability","Adult (Over 18, but undisclosed age) Older adults","Adult (Over 18, but undisclosed age) Casegivers","Adult (Over 18, but undisclosed age) Other","Minor (Under 18, but undisclosed age) Disability","Minor (Under 18, but undisclosed age) Specialist (e.g., Therapist)","Minor (Under 18, but undisclosed age) Without disability","Minor (Under 18, but undisclosed age) Older adults","Minor (Under 18, but undisclosed age) Casegivers","Minor (Under 18, but undisclosed age) Other",Primary Country,Secondary Countries (Comma separated)
128,Aruanno 2018,HoloLearn: Wearable mixed reality for people with neurodevelopmental disorders (NDD),Consensus,https://doi.org/10.1145/3234695.3236351,HoloLearn: Wearable Mixed Reality for People with Neurodevelopmental Disorders (NDD) ,Beatrice Aruanno,2018,12,,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Mostly Solo, but can play against AI (i.e., Single player StarCraft)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Asymetrical (i.e., Keep talking nobody explodes)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",N/A,Interview; Field study; Focus group; Controlled experiment,Structured interview,Not Applicable,Ethnography,Exert analysis,Augmented Reality,"Disability community space (i.e., Day program)",Intellectual or developmental disability (IDD),"People with disabilities; Caregivers; Specialists (e.g., therapists, teachers)",Participatory design with stakeholders without disabilities; User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing independence,Artifact,,20,2,0,0,3,0,,10,N/A,0,0,N/A,0,10,N/A,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A,0,,N/A,0,0,N/A,0,0,N/A,0,0,N/A,0,,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,Italy,N/A
127,Sharma 2018,"'wow! You're wearing a fitbit, you're a young boy now!"": Socio-technical aspirations for children with autism in india",Consensus,10.1145/3234695.3239329,"'Wow! You're wearing a fitbit, you're a young boy now!"": Socio-technical aspirations for children with autism in india",Sumita Sharma,2018,11,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Mostly Solo, but can play against AI (i.e., Single player StarCraft)","Entirely Simultaneous (i.e., race)","Equal mix of synchronous and asynchronous affordances (i.e., World of Warcraft)","Entirely Competitive (i.e., Spit card game)","Both Symetrical and Asymetrical (i.e., Pandemic—similar turn structure with different character abilities)",Challenge (Testing physical or mental abilities against others or self),,Interview; Field study; Telemetry / Big data / CSCW,Semi-structured interview,Not Applicable,Ethnography,Not Applicable,Wearable,"Public space (i.e., Bowling alley); Home; School",Autism,"People with disabilities; Caregivers; Specialists (e.g., therapists, teachers)",User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing understanding of users,Empirical,,8,4,N/A,N/A,8,N/A,,3,1,N/A,N/A,1,N/A,3,3,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,India,
123,Carrington 2018,Exploring the data tracking and sharing preferences of wheelchair athletes,Consensus,10.1145/3234695.3236353,Exploring the data tracking and sharing preferences of wheelchair athletes,Patrick Carrington,2018,7,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Simultaneous (i.e., race)","Mostly Synchronous with few asychronous affordances (i.e., League of Legends)","Entirely Competitive (i.e., Spit card game)","Both Symetrical and Asymetrical (i.e., Pandemic—similar turn structure with different character abilities)",Challenge (Testing physical or mental abilities against others or self),NIDILRR,Interview; Workshop or design session; Field study,Semi-structured interview,Design probe,Ethnography,Not Applicable,Wearable; Assistive Device,"Public space (i.e., Bowling alley); Disability community space (i.e., Day program)",Motor of physical impairment,People with disabilities,User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Personal informatics and changing behavior,Empirical; Artifact,,15,0,0,0,0,0,,14,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,United States,NA
122,Uchida 2018,Evaluation of a sign language support system for viewing sports programs,Consensus,10.1145/3234695.3241002,Evaluation of a sign language support system for viewing sports programs,Tsubasa Uchida,2018,3,Poster paper; focused on a prototype JSL CG animation system using sports metadata and small-scale usability testing with deaf signers,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Mostly Solo, but can play against AI (i.e., Single player StarCraft)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Entirely Symetrical (i.e., Tik tac toe)","Sensory (i.e., kaleidoscope)",N/A,Controlled experiment; Survey,Not applicable,Not Applicable,Not Applicable,Not Applicable,Tablet; PC,Home; Research lab,Deaf or hard of hearing (DHH),People with disabilities,User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing digital access; Increasing understanding of users; Supporting communication,Empirical; Artifact,,3,N/A,N/A,N/A,N/A,N/A,,1,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Japan,N/A
121,Macpherson 2018,BrightLights: Gamifying data capture for situational visual impairments,Consensus,10.1145/3234695.3241030,BrightLights: Gamifying data capture for situational visual impairments,Kerr Macpherson,2018,3,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),,Controlled experiment,Not applicable,Not Applicable,Not Applicable,Not Applicable,Mobile,Research lab,Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders without disabilities,No,Undisclosed,Increasing understanding of users,Empirical,,N/A,N/A,15,N/A,N/A,N/A,,9,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"United Kingdom	",
120,Ostiz-Blanco 2018,Jellys: Towards a videogame that trains rhythm and visual attention for dyslexia,Consensus,10.1145/3234695.3241028,Jellys: Towards a videogame that trains rhythm and visual attention for dyslexia,Mikel Ostiz-Blanco,2018,3,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Turns are taken, but some actions can be taken at anytime (i.e., Pandemic)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),"Obra Social La Caixa, Fun­dación Caja Navarra, Fundación Banco Sabadell and the Severo Ochoa",Usability testing; Controlled experiment,Not applicable,Not Applicable,Not Applicable,Exert analysis,Tablet,Unknown,Intellectual or developmental disability (IDD),People with disabilities; People without disabilities,Not applicable,No,Undisclosed,Personal informatics and changing behavior; Education,Artifact,,32,0,22,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,Spain,USA
119,Bar-El 2018,Tangicraft: A multimodal interface for minecraft,Consensus,10.1145/3234695.3241031,Tangicraft: A multimodal interface for minecraft,David Bar-El,2018,3,N/A,"Totally fun first (i.e., Entertainment game reappropriated)","Semi-structured play (i.e., playground game)","Mostly skill-based (i.e.,  Mario Cart)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Simultaneous (i.e., race)","Equal mix of synchronous and asynchronous affordances (i.e., World of Warcraft)","Mostly Collaborative (i.e., Animal Crossing)","Mostly Symmetrical (i.e., Uno)","Fantasy (i.e., role playing); Construction (i.e., Music, painting, building)",N/A,Survey,Not applicable,Not Applicable,Not Applicable,Not Applicable,Wearable; Tangible Interface; PC,"Public space (i.e., Bowling alley)",Blind or low vision (BLV),People without disabilities,User evaluation with stakeholders without disabilities,Yes,"Convienience sampling (i.e., Day program); Social Media",Increasing digital access; Increasing opportunities for enrichment ,Artifact; Survey,,0,0,17,0,13,0,,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,14,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,3,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,13,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,USA,N/A
118,Swaminathan 2018,Video gaming for the vision impaired,Consensus,10.1145/3234695.3241025,Video gaming for the vision impaired,Manohar Swaminathan,2018,3,,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),N/A,Usability testing; Controlled experiment,Not applicable,Not Applicable,Not Applicable,Exert analysis,PC,Research lab,Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing digital access,Artifact,,6,0,0,0,0,0,,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,N/A
117,Dragomir 2018,Facilitating pretend play in autistic children: Results from an augmented reality app evaluation,Consensus,10.1145/3234695.3241020,Facilitating pretend play in autistic children: Results from an augmented reality app evaluation,Mihaela Dragomir ,2018,3,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Entirely Symetrical (i.e., Tik tac toe)","Fantasy (i.e., role playing)",,Workshop or design session; Controlled experiment,Not applicable,Design probe,Not Applicable,Not Applicable,Augmented Reality,Unknown,Autism,"People with disabilities; Specialists (e.g., therapists, teachers)",Participatory design with stakeholders without disabilities,No,Undisclosed,Increasing opportunities for enrichment ,Empirical; Artifact,,7,0,0,0,0,0,,6,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,"United Kingdom	",N/A
94,Seymour 2017,AMI: An adaptable music interface to support the varying needs of people with dementia,Consensus,10.1145/3132525.3132557,AMI: An adaptable music interface to support the varying needs of people with dementia,P. Frazer Seymour,2017,5,N/A,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Both Symetrical and Asymetrical (i.e., Pandemic—similar turn structure with different character abilities)","Sensory (i.e., kaleidoscope); Construction (i.e., Music, painting, building)",N/A,Workshop or design session; Usability testing,Not applicable,Design probe; Prototyping,Ethnography,Exert analysis,Tablet; Tangible Interface,"Research lab; Disability community space (i.e., Day program)",Motor of physical impairment; Cognitive impairment,People with disabilities; Caregivers,Participatory design with stakeholders with disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing independence; Increasing digital access; Increasing opportunities for enrichment ,Artifact,,10,0,0,0,10,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,10,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,10,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Canada,
91,Bondioli 2017,ICT to aid dental care of children with autism,Consensus,10.1145/3132525.3134799,ICT to aid dental care of children with autism,Mariasole Bondioli,2017,2,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Follows a set of steps (i.e., Viticulture's dynamic turn ordering)","Entirely Synchronous (i.e., RTS game)","Mostly Competitive, but sometimes collaboration is important (i.e., Forbidden Island)","Entirely Symetrical (i.e., Tik tac toe)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",N/A,Interview; Field study; Survey,Contextual inquiry,Not Applicable,Cultural,Not Applicable,Tablet,Clinic; Home,Autism,"People with disabilities; Caregivers; Specialists (e.g., therapists, teachers)",Participatory design with stakeholders without disabilities; Participatory design with stakeholders with disabilities; User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,Yes,Clinic,Increasing independence; Increasing understanding of users; Personal informatics and changing behavior; Education,Artifact,,10,3,0,0,N/A,0,,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,N/A,N/A,0,0,N/A,0,,0,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,10,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,0,3,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,0,Italy,N/A
90,Saha 2017,A pilot deployment of an online tool for large-scale virtual auditing of urban accessibility,Consensus,10.1145/3132525.3134775,A pilot deployment of an online tool for large-scale virtual auditing of urban accessibility,Manaswi Saha,2017,2,,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Flexible structure with rules (i.e., improv)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely asynchrounous (i.e., postage mail)","Entirely Collaborative (i.e., Pandemic)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),,Telemetry / Big data / CSCW,Not applicable,Not Applicable,Not Applicable,Not Applicable,PC,"Public space (i.e., Bowling alley)",General disability or accessibility,"Specialists (e.g., therapists, teachers)",Not applicable,No,Word of mouth; Social Media,Increasing physical access,Empirical; Artifact,,0,581,0,0,0,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USA,
